bg2020gj,bg2020ge,bg2010gj,bg2010ge,wt_pop,wt_adult,wt_hh,wt_hu,parea
G06001303521011,060133521011,G06001303521023,060133521023,0.002005464393,0.002416074767,2.19829751e-4,3.0143262e-4,4.31482428e-4
G06001303521021,060133521021,G06001303521021,060133521021,1,1,1,1,1
G06001303521022,060133521022,G06001303521022,060133521022,1,1,1,1,1
G06001303521023,060133521023,G06001303521023,060133521023,1,1,1,1,1
G06001303521024,060133521024,G06001303521024,060133521024,1,1,1,1,1
G06001303522011,060133522011,G06001303522011,060133522011,1,1,1,1,1
G06001303522012,060133522012,G06001303522012,060133522012,1,1,1,1,1
G06001303522013,060133522013,G06001303522013,060133522013,0.999288514898,0.999279759808,0.999167729539,0.999186995059,0.999480026375
G06001303522013,060133522013,G06001303522012,060133522012,7.11485102e-4,7.20240192e-4,8.32270461e-4,8.13004941e-4,5.19973625e-4
G06001303522021,060133522021,G06001303522021,060133522021,1,1,1,1,0.998616040709
G06001303522021,060133522021,G06001303530012,060133530012,0,0,0,0,5.4725854e-5
G06001303522021,060133522021,G06000104046004,060014046004,0,0,0,0,0.001329233437
G06001303530011,060133530011,G06001303530011,060133530011,1,1,1,1,0.999459055401
G06001303530011,060133530011,G06001303530012,060133530012,0,0,0,0,5.40944599e-4
G06001303530012,060133530012,G06001303530012,060133530012,1,1,1,1,0.997431384336
G06001303530012,060133530012,G06001303540011,060133540011,0,0,0,0,0.002568615664
G06001303530013,060133530013,G06001303530012,060133530012,0.996473791622,0.995677638218,0.999801646829,0.995914329163,0.999752881544
G06001303530013,060133530013,G06000104045023,060014045023,4.4515903e-5,5.8707214e-5,1.98353171e-4,1.93525992e-4,2.376139e-5
G06001303530013,060133530013,G06000104044003,060014044003,0.003481692476,0.004263654568,0,0.003892144844,1.31638101e-4
G06001303530013,060133530013,G06000104044001,060014044001,0,0,0,0,9.1718965e-5
G06001303530021,060133530021,G06001303530021,060133530021,1,1,1,1,1
G06001303530022,060133530022,G06001303530022,060133530022,1,1,1,1,0.999827486384
G06001303530022,060133530022,G06001303500002,060133500002,0,0,0,0,1.72513616e-4
G06001303530023,060133530023,G06001303530023,060133530023,1,1,1,1,1
G06001303530024,060133530024,G06001303530024,060133530024,1,1,1,1,1
G06001303540011,060133540011,G06001303540011,060133540011,1,1,1,1,0.998051989686
G06001303540011,060133540011,G06001303560024,060133560024,0,0,0,0,1.7579214e-5
G06001303540011,060133540011,G06000104001001,060014001001,0,0,0,0,0.001580743335
G06001303540011,060133540011,G06000104216001,060014216001,0,0,0,0,3.49687765e-4
G06001303540021,060133540021,G06001303540021,060133540021,1,1,1,1,0.999941647737
G06001303540021,060133540021,G06001303480003,060133480003,0,0,0,0,5.8352263e-5
G06001303540022,060133540022,G06001303540022,060133540022,1,1,1,1,0.998413079071
G06001303540022,060133540022,G06001303540023,060133540023,0,0,0,0,0.001586920929
G06001303540023,060133540023,G06001303540023,060133540023,1,1,1,1,1
G06001303540024,060133540024,G06001303540024,060133540024,1,1,1,1,1
G06001303551071,060133551071,G06001303071012,060133071012,1.0065259e-4,1.13715811e-4,1.08328066e-4,1.05492253e-4,5.118311e-6
G06001303551071,060133551071,G06001303551071,060133551071,0.99989934741,0.999886284189,0.999891671934,0.999894507747,0.998816053801
G06001303551071,060133551071,G06001303071013,060133071013,0,0,0,0,8.392373e-6
G06001303551071,060133551071,G06001303551092,060133551092,0,0,0,0,0.001170435515
G06001303551072,060133551072,G06001303551072,060133551072,1,1,1,1,1
G06001303551073,060133551073,G06001303551071,060133551071,1,1,1,1,0.999223538354
G06001303551073,060133551073,G06001303072053,060133072053,0,0,0,0,6.74660306e-4
G06001303551073,060133551073,G06001303553045,060133553045,0,0,0,0,5.13233e-7
G06001303551073,060133551073,G06001303553061,060133553061,0,0,0,0,1.01288107e-4
G06001303551091,060133551091,G06001303551091,060133551091,1,1,1,1,1
G06001303551092,060133551092,G06001303551092,060133551092,1,1,1,1,1
G06001303551093,060133551093,G06001303551093,060133551093,1,1,1,1,1
G06001303551094,060133551094,G06001303551091,060133551091,1,1,1,1,1
G06001303551101,060133551101,G06001303551101,060133551101,1,1,1,1,1
G06001303551102,060133551102,G06001303551102,060133551102,1,1,1,1,1
G06001303551111,060133551111,G06001303551112,060133551112,1,1,1,1,1
G06001303551112,060133551112,G06001303551111,060133551111,1,1,1,1,1
G06001303551113,060133551113,G06001303551111,060133551111,1,1,1,1,1
G06001303551121,060133551121,G06001303551121,060133551121,1,1,1,1,0.999996025772
G06001303551121,060133551121,G06001303040011,060133040011,0,0,0,0,3.974228e-6
G06001303551122,060133551122,G06001303551122,060133551122,1,1,1,1,0.999806793182
G06001303551122,060133551122,G06001303551123,060133551123,0,0,0,0,1.93206818e-4
G06001303551123,060133551123,G06001303551122,060133551122,4.681381e-5,4.7949247e-5,4.8732265e-5,4.9357697e-5,0.016196957629
G06001303551123,060133551123,G06001303551123,060133551123,0.99995318619,0.999952050753,0.999951267735,0.999950642303,0.983803042371
G06001303551131,060133551131,G06001303551131,060133551131,1,1,1,1,1
G06001303551132,060133551132,G06001303551122,060133551122,0.001248189313,0.001272773332,0.001401356619,0.001363244105,3.71123101e-4
G06001303551132,060133551132,G06001303551131,060133551131,6.93228651e-4,7.06882306e-4,7.78295847e-4,7.57128636e-4,0.011136401962
G06001303551132,060133551132,G06001303551132,060133551132,0.998058582036,0.998020344362,0.997820347534,0.99787962726,0.988492474937
G06001303551133,060133551133,G06001303551133,060133551133,0.999717896885,0.999753793904,0.999710878051,0.999719728723,0.99983001254
G06001303551133,060133551133,G06001303551132,060133551132,2.82103115e-4,2.46206096e-4,2.89121949e-4,2.80271277e-4,1.6998746e-4
G06001303551151,060133551151,G06001303551151,060133551151,1,1,1,1,1
G06001303551152,060133551152,G06001303551151,060133551151,1,1,1,1,1
G06001303551153,060133551153,G06001303551151,060133551151,1,1,1,1,1
G06001303551181,060133551181,G06001303551081,060133551081,1,1,1,1,1
G06001303551182,060133551182,G06001303551081,060133551081,1,1,1,1,1
G06001303551191,060133551191,G06001303551083,060133551083,1,1,1,1,0.946560456754
G06001303551191,060133551191,G06001303551081,060133551081,0,0,0,0,0.053439543246
G06001303551192,060133551192,G06001303551083,060133551083,1,1,1,1,1
G06001303551201,060133551201,G06001303551082,060133551082,1,1,1,1,1
G06001303551202,060133551202,G06001303551082,060133551082,1,1,1,1,1
G06001303551211,060133551211,G06001303551143,060133551143,1,1,1,1,1
G06001303551212,060133551212,G06001303551143,060133551143,0.992186887602,0.991874209913,0.992935697635,0.99312339649,0.991202338902
G06001303551212,060133551212,G06001303551141,060133551141,0.002463327852,0.002593285418,0.002211511816,0.00215275184,0.002435139361
G06001303551212,060133551212,G06001303451131,060133451131,0.003920134375,0.004066625211,0.003823566589,0.00372197424,0.005272754272
G06001303551212,060133551212,G06001303451132,060133451132,0.001429650171,0.001465879459,0.00102922396,0.00100187743,0.001089767465
G06001303551213,060133551213,G06001303551143,060133551143,1,1,1,1,0.996842263022
G06001303551213,060133551213,G06001303451122,060133451122,0,0,0,0,0.003157736978
G06001303551221,060133551221,G06001303551141,060133551141,0.996667152601,0.996688926778,0.996110348239,0.996058613954,0.983085551383
G06001303551221,060133551221,G06001303551143,060133551143,0.003332847399,0.003311073222,0.003889651761,0.003941386046,0.016914448617
G06001303551222,060133551222,G06001303551142,060133551142,1,1,1,1,1
G06001303551223,060133551223,G06001303551133,060133551133,0,0,0,0,2.66995487e-4
G06001303551223,060133551223,G06001303551142,060133551142,0.981707317073,0.985820391627,0.990049751244,0.990180032733,0.996796054154
G06001303551223,060133551223,G06001303551143,060133551143,0.018292682927,0.014179608373,0.009950248756,0.009819967267,0.002936950359
G06001303551231,060133551231,G06001303551171,060133551171,1,1,1,1,1
G06001303551232,060133551232,G06001303551171,060133551171,1,1,1,1,1
G06001303551241,060133551241,G06001303551171,060133551171,1,1,1,1,1
G06001303551242,060133551242,G06001303551171,060133551171,1,1,1,1,1
G06001303551243,060133551243,G06001303551171,060133551171,1,1,1,1,1
G06001303551251,060133551251,G06001303551161,060133551161,1,1,1,1,0.996435155574
G06001303551251,060133551251,G06001303551143,060133551143,0,0,0,0,0.003564844426
G06001303551252,060133551252,G06001303551143,060133551143,0.104668076207,0.106288757257,0.11028157204,0.110204604348,0.06399424221
G06001303551252,060133551252,G06001303551161,060133551161,0.895331923793,0.893711242743,0.88971842796,0.889795395652,0.93600575779
G06001303551261,060133551261,G06001303551161,060133551161,1,1,1,1,1
G06001303551262,060133551262,G06001303551161,060133551161,1,1,1,1,1
G06001303552011,060133552011,G06001303552001,060133552001,0.039628552722,0.038521185612,0.039106075354,0.039106075354,0.023452632834
G06001303552011,060133552011,G06001303552002,060133552002,0.960371447278,0.961478814388,0.960893924646,0.960893924646,0.976547367166
G06001303552012,060133552012,G06001303552002,060133552002,1,1,1,1,1
G06001303552013,060133552013,G06001303552001,060133552001,0,0,0,0,0.030703499268
G06001303552013,060133552013,G06001303552002,060133552002,1,1,1,1,0.969296500732
G06001303552021,060133552021,G06001303552001,060133552001,1,1,1,1,0.999914439468
G06001303552021,060133552021,G06001303290002,060133290002,0,0,0,0,8.5560532e-5
G06001303552022,060133552022,G06001303552001,060133552001,0.999998343196,0.999998212475,0.999998644962,0.996766984678,0.989755563262
G06001303552022,060133552022,G06001303552002,060133552002,1.656804e-6,1.787525e-6,1.355038e-6,9.82474e-7,1.64097476e-4
G06001303552022,060133552022,G06001303331011,060133331011,0,0,0,0,4.8615794e-5
G06001303552022,060133552022,G06001303331021,060133331021,0,0,0,0,2.3357052e-4
G06001303552022,060133552022,G06001303320006,060133320006,0,0,0,0.001008840362,0.005304080291
G06001303552022,060133552022,G06001303300002,060133300002,0,0,0,0.002223192485,0.002041914483
G06001303552022,060133552022,G06001303300003,060133300003,0,0,0,0,4.40967237e-4
G06001303552022,060133552022,G06001303290002,060133290002,0,0,0,0,1.0684228e-5
G06001303552022,060133552022,G06001303300001,060133300001,0,0,0,0,0.00150386902
G06001303552022,060133552022,G06001303310001,060133310001,0,0,0,0,4.96637689e-4
G06001303553021,060133553021,G06001303553021,060133553021,1,1,1,1,1
G06001303553022,060133553022,G06001303553022,060133553022,1,1,1,1,1
G06001303553023,060133553023,G06001303553011,060133553011,0,0,0,0,0.045458602932
G06001303553023,060133553023,G06001303553023,060133553023,1,1,1,1,0.954541397068
G06001303553061,060133553061,G06001303553061,060133553061,0.993697478992,0.992287917738,0.994764397906,0.992366412214,0.996587135271
G06001303553061,060133553061,G06001303551121,060133551121,0,0,0,0,3.17181312e-4
G06001303553061,060133553061,G06001303553063,060133553063,0,0,0,0,8.4798401e-5
G06001303553061,060133553061,G06001303553062,060133553062,0,0,0,0,3.5851241e-5
G06001303553061,060133553061,G06001303553011,060133553011,0.006302521008,0.007712082262,0.005235602094,0.007633587786,0.001438801925
G06001303553061,060133553061,G06001303553014,060133553014,0,0,0,0,8.35646597e-4
G06001303553061,060133553061,G06001303553023,060133553023,0,0,0,0,7.00585253e-4
G06001303553062,060133553062,G06001303553062,060133553062,0.972619699685,0.973570243421,0.970260223048,0.970791290494,0.969351074424
G06001303553062,060133553062,G06001303553061,060133553061,0.027380300315,0.026429756579,0.029739776952,0.029208709506,0.030648925576
G06001303553063,060133553063,G06001303553063,060133553063,1,1,1,1,1
G06001303553064,060133553064,G06001303553064,060133553064,1,1,1,1,1
G06001303553065,060133553065,G06001303553065,060133553065,1,1,1,1,1
G06001303553071,060133553071,G06001303553041,060133553041,1,1,1,1,1
G06001303553072,060133553072,G06001303553044,060133553044,0.99983387673,0.999825421775,0.999763150881,0.999762740113,0.999271148508
G06001303553072,060133553072,G06001303553042,060133553042,1.6612327e-4,1.74578225e-4,2.36849119e-4,2.37259887e-4,7.28851492e-4
G06001303553081,060133553081,G06001303553045,060133553045,1,1,1,1,1
G06001303553082,060133553082,G06001303553042,060133553042,1,1,1,1,0.998765314136
G06001303553082,060133553082,G06001303553044,060133553044,0,0,0,0,0.001234685864
G06001303553083,060133553083,G06001303553043,060133553043,1,1,1,1,1
G06001303553091,060133553091,G06001303553014,060133553014,0.937672957109,0.937013979277,0.937095412264,0.937095412264,0.9537527006
G06001303553091,060133553091,G06001303553061,060133553061,0.062327042891,0.062986020723,0.062904587736,0.062904587736,0.0462472994
G06001303553092,060133553092,G06001303553011,060133553011,1,1,1,1,0.989146563114
G06001303553092,060133553092,G06001303553023,060133553023,0,0,0,0,0.010853436886
G06001303553093,060133553093,G06001303553011,060133553011,0.999121706905,0.999078131451,0.999100669524,0.99911811922,0.999381885189
G06001303553093,060133553093,G06001303553012,060133553012,1.03278112e-4,1.08402131e-4,1.05751889e-4,1.03699987e-4,1.06728498e-4
G06001303553093,060133553093,G06001303553061,060133553061,7.75014982e-4,8.13466417e-4,7.93578587e-4,7.78180794e-4,5.11386312e-4
G06001303553101,060133553101,G06001303553013,060133553013,1,1,1,1,1
G06001303553102,060133553102,G06001303553012,060133553012,1,1,1,1,0.993414744095
G06001303553102,060133553102,G06001303553011,060133553011,0,0,0,0,8.76794835e-4
G06001303553102,060133553102,G06001303553014,060133553014,0,0,0,0,0.00570846107
G06001303560011,060133560011,G06001303560011,060133560011,1,1,1,1,1
G06001303560012,060133560012,G06001303560012,060133560012,1,1,1,1,1
G06001303560013,060133560013,G06001303560013,060133560013,1,1,1,1,0.999226718612
G06001303560013,060133560013,G06001303560022,060133560022,0,0,0,0,7.73281388e-4
G06001303560021,060133560021,G06001303560022,060133560022,0.232590849933,0.230522441605,0.234232358616,0.242223629688,0.351036496716
G06001303560021,060133560021,G06001303560013,060133560013,0,0,0,0,1.69401774e-4
G06001303560021,060133560021,G06001303592034,060133592034,0,0,0,0,3.91406237e-4
G06001303560021,060133560021,G06001303560024,060133560024,0.767409150067,0.769477558395,0.765767641384,0.757776370312,0.648210348227
G06001303560021,060133560021,G06001303610003,060133610003,0,0,0,0,1.55483515e-4
G06001303560021,060133560021,G06000104215001,060014215001,0,0,0,0,3.6863531e-5
G06001303560022,060133560022,G06001303560022,060133560022,0.019423305228,0.019001403488,0.013799696652,0.013428461769,0.070163205945
G06001303560022,060133560022,G06001303560023,060133560023,0.280860987593,0.2773107749,0.221662648439,0.216627196858,0.262566194763
G06001303560022,060133560022,G06001303560021,060133560021,0.699715707178,0.703687821612,0.764537654909,0.769944341373,0.582842187649
G06001303560022,060133560022,G06001303592022,060133592022,0,0,0,0,0.084428411643
G06001303570001,060133570001,G06001303570001,060133570001,1,1,1,1,1
G06001303570002,060133570002,G06001303570002,060133570002,1,1,1,1,1
G06001303570003,060133570003,G06001303570002,060133570002,0,0,0,0,0.017303959328
G06001303570003,060133570003,G06001303570003,060133570003,1,1,1,1,0.982696040672
G06001303580001,060133580001,G06001303580001,060133580001,0.943441323668,0.936145009692,0.900329897855,0.902616783564,0.976239988291
G06001303580001,060133580001,G06001303923001,060133923001,0.056558676332,0.063854990308,0.099670102145,0.097383216436,0.023760011709
G06001303580002,060133580002,G06001303580002,060133580002,0.997818568053,0.99765239887,0.998532644062,0.998418257585,0.9942083044
G06001303580002,060133580002,G06001303580004,060133580004,0,0,0,0,0.002713033005
G06001303580002,060133580002,G06001303923001,060133923001,0.002181431947,0.00234760113,0.001467355938,0.001581742415,0.003078662595
G06001303580003,060133580003,G06001303580003,060133580003,1,1,1,1,1
G06001303580004,060133580004,G06001303580004,060133580004,1,1,1,1,1
G06001303580005,060133580005,G06001303580005,060133580005,1,1,1,1,1
G06001303591021,060133591021,G06001303591021,060133591021,1,1,1,1,1
G06001303591022,060133591022,G06001303591022,060133591022,1,1,1,1,1
G06001303591023,060133591023,G06001303591031,060133591031,0,0,0,0,0.020984029943
G06001303591023,060133591023,G06001303922003,060133922003,0.084732510288,0.084622731614,0.078700043917,0.075251897861,0.046761347013
G06001303591023,060133591023,G06001303591023,060133591023,0.915267489712,0.915377268386,0.921299956083,0.924748102139,0.932254623044
G06001303591031,060133591031,G06001303591031,060133591031,0.995156296437,0.994649120407,0.995087852799,0.995163424295,0.954623602516
G06001303591031,060133591031,G06001303591051,060133591051,0.004843703563,0.005350879593,0.004912147201,0.004836575705,0.045376397484
G06001303591032,060133591032,G06001303591032,060133591032,0.969504061354,0.967345700878,0.963510217024,0.96270309249,0.980388644839
G06001303591032,060133591032,G06001303591041,060133591041,0.030495938646,0.032654299122,0.036489782976,0.03729690751,0.019611355161
G06001303591033,060133591033,G06001303591033,060133591033,1,1,1,1,1
G06001303591034,060133591034,G06001303591033,060133591033,1,1,1,1,1
G06001303591041,060133591041,G06001303591041,060133591041,0.999362705169,0.999352843363,0.999368635943,0.999361832953,0.998062177163
G06001303591041,060133591041,G06001303592032,060133592032,0,0,0,0,3.03185858e-4
G06001303591041,060133591041,G06001303591032,060133591032,6.37294831e-4,6.47156637e-4,6.31364057e-4,6.38167047e-4,0.001634636979
G06001303591051,060133591051,G06001303591051,060133591051,1,1,1,1,0.991591463407
G06001303591051,060133591051,G06001303591031,060133591031,0,0,0,0,0.002856845307
G06001303591051,060133591051,G06001303591032,060133591032,0,0,0,0,0.005551691286
G06001303591052,060133591052,G06001303591051,060133591051,1,1,1,1,0.929427692332
G06001303591052,060133591052,G06001303923001,060133923001,0,0,0,0,0.070572307668
G06001303592021,060133592021,G06001303592021,060133592021,0.992777319023,0.992247331689,0.992797617458,0.993156069367,0.991427358116
G06001303592021,060133592021,G06001303592043,060133592043,0.007222680977,0.007752668311,0.007202382542,0.006843930633,0.008572641884
G06001303592022,060133592022,G06001303560021,060133560021,0,0,0,0,0.004270304188
G06001303592022,060133592022,G06001303560022,060133560022,0,0,0,0,0.011043872414
G06001303592022,060133592022,G06001303592022,060133592022,1,1,1,1,0.984685823397
G06001303592023,060133592023,G06001303592023,060133592023,0.999232244925,0.999141227793,0.999229575547,0.999242535959,0.996938029744
G06001303592023,060133592023,G06001303601012,060133601012,5.0416476e-5,5.6393334e-5,5.0591767e-5,4.9740691e-5,0.002197457228
G06001303592023,060133592023,G06001303601013,060133601013,7.17338599e-4,8.02378873e-4,7.19832685e-4,7.0772335e-4,8.64513028e-4
G06001303592031,060133592031,G06001303560013,060133560013,0,0,0,0,0.001546409287
G06001303592031,060133592031,G06001303592032,060133592032,0,0,0,0,0.013340308418
G06001303592031,060133592031,G06001303592034,060133592034,1,1,1,1,0.985113282295
G06001303592032,060133592032,G06001303560012,060133560012,0,0,0,0,0.009167503015
G06001303592032,060133592032,G06001303592032,060133592032,1,1,1,1,0.954413964475
G06001303592032,060133592032,G06001303560013,060133560013,0,0,0,0,0.036418532509
G06001303592033,060133592033,G06001303592035,060133592035,0.268515387217,0.275307073274,0.264355362947,0.262329485834,0.234967666186
G06001303592033,060133592033,G06001303592031,060133592031,0.427460263781,0.421431596781,0.455037919827,0.454354669465,0.499020556154
G06001303592033,060133592033,G06001303592033,060133592033,0.299626069665,0.298844555987,0.27641759152,0.279012696558,0.257618065568
G06001303592033,060133592033,G06001303560023,060133560023,0.004398279337,0.004416773958,0.004189125706,0.004303148143,0.008393712092
G06001303592041,060133592041,G06001303592041,060133592041,0.949483567313,0.945226371602,0.943545485192,0.946145364164,0.91146013255
G06001303592041,060133592041,G06001303592022,060133592022,0.0040722763,0.004415461206,0.004550962339,0.004341378547,0.056794033048
G06001303592041,060133592041,G06001303592043,060133592043,0.046444156387,0.050358167192,0.051903552469,0.049513257289,0.031745834403
G06001303592042,060133592042,G06001303592042,060133592042,1,1,1,1,1
G06001303592043,060133592043,G06001303592043,060133592043,0.961193796521,0.961177232169,0.960490095643,0.960639158815,0.858672637954
G06001303592043,060133592043,G06001303592021,060133592021,0.011844072958,0.012478490519,0.014670119411,0.014527772934,0.015451100679
G06001303592043,060133592043,G06001303592022,060133592022,0.024020246197,0.02342251441,0.022077178269,0.022024691554,0.122333114509
G06001303592043,060133592043,G06001303592042,060133592042,0.002941884323,0.002921762903,0.002762606677,0.002808376697,0.003543146859
G06001303601011,060133601011,G06001303601011,060133601011,1,1,1,1,1
G06001303601012,060133601012,G06001303601012,060133601012,1,1,1,1,1
G06001303601013,060133601013,G06001303601013,060133601013,0.997522472583,0.997424056327,0.997041982418,0.997145607237,0.987390782826
G06001303601013,060133601013,G06001303630004,060133630004,0,0,0,0,0.004103382074
G06001303601013,060133601013,G06001303601012,060133601012,0.002477527417,0.002575943673,0.002958017582,0.002854392763,0.008505835099
G06001303601021,060133601021,G06001303601021,060133601021,1,1,1,1,1
G06001303601022,060133601022,G06001303601022,060133601022,1,1,1,1,0.98403114953
G06001303601022,060133601022,G06001303601012,060133601012,0,0,0,0,0.01596885047
G06001303601023,060133601023,G06001303601023,060133601023,1,1,1,1,1
G06001303602001,060133602001,G06001303602001,060133602001,1,1,1,1,0.98845796116
G06001303602001,060133602001,G06001303601012,060133601012,0,0,0,0,0.01154203884
G06001303602002,060133602002,G06001303602002,060133602002,1,1,1,1,0.997391016953
G06001303602002,060133602002,G06001303602003,060133602003,0,0,0,0,0.002608983047
G06001303602003,060133602003,G06001303602003,060133602003,0.999954873435,0.999954893438,0.999962330417,0.999954923036,0.999629514874
G06001303602003,060133602003,G06001303602002,060133602002,4.5126565e-5,4.5106562e-5,3.7669583e-5,4.5076964e-5,3.70485126e-4
G06001303610001,060133610001,G06001303610001,060133610001,1,1,1,1,1
G06001303610002,060133610002,G06001303610002,060133610002,0.983635196511,0.983372102097,0.981450490262,0.982194454556,0.990850067982
G06001303610002,060133610002,G06001303851002,060133851002,0.014997157296,0.015390300541,0.016906208951,0.016228152443,0.009034567591
G06001303610002,060133610002,G06001303851001,060133851001,0.001367646193,0.001237597362,0.001643300787,0.001577393001,1.15364427e-4
G06001303610003,060133610003,G06001303610003,060133610003,1,1,1,1,0.99757067832
G06001303610003,060133610003,G06001303560024,060133560024,0,0,0,0,0.00242932168
G06001303620001,060133620001,G06001303620001,060133620001,1,1,1,1,0.998742551206
G06001303620001,060133620001,G06001303690023,060133690023,0,0,0,0,0.001257448794
G06001303620002,060133620002,G06001303620002,060133620002,1,1,1,1,1
G06001303620003,060133620003,G06001303620003,060133620003,0.983641406417,0.982286137911,0.994040634351,0.994184706927,0.99271199348
G06001303620003,060133620003,G06001303690023,060133690023,0.016358593583,0.017713862089,0.005959365649,0.005815293073,0.00728800652
G06001303630001,060133630001,G06001303630001,060133630001,1,1,1,1,1
G06001303630002,060133630002,G06001303630002,060133630002,1,1,1,1,1
G06001303630003,060133630003,G06001303630003,060133630003,1,1,1,1,1
G06001303630004,060133630004,G06001303630004,060133630004,1,1,1,1,0.999503121072
G06001303630004,060133630004,G06001303630003,060133630003,0,0,0,0,4.96878928e-4
G06001303640021,060133640021,G06001303630004,060133630004,0,0,0,0,1.31449166e-4
G06001303640021,060133640021,G06001303640021,060133640021,0.980755265069,0.97932935232,0.975129533679,0.968844221106,0.880319729121
G06001303640021,060133640021,G06001303650033,060133650033,0.019244734931,0.02067064768,0.024870466321,0.031155778894,0.104678285157
G06001303640021,060133640021,G06001303650032,060133650032,0,0,0,0,0.014870536555
G06001303640022,060133640022,G06001303640022,060133640022,1,1,1,1,1
G06001303640023,060133640023,G06001303640023,060133640023,1,1,1,1,1
G06001303650021,060133650021,G06001303650021,060133650021,0.997733831809,0.997930816795,0.997493696554,0.997589326574,0.987929228346
G06001303650021,060133650021,G06001303650023,060133650023,0.002266168191,0.002069183205,0.002506303446,0.002410673426,0.012070771654
G06001303650022,060133650022,G06001303650022,060133650022,1,1,1,1,1
G06001303650023,060133650023,G06001303650023,060133650023,1,1,1,1,0.998429941242
G06001303650023,060133650023,G06001303922002,060133922002,0,0,0,0,0.001570058758
G06001303650031,060133650031,G06001303650031,060133650031,1,1,1,1,1
G06001303650032,060133650032,G06001303650033,060133650033,1,1,1,1,1
G06001303650033,060133650033,G06001303650032,060133650032,0.908260502284,0.910349155172,0.915953210802,0.916772490427,0.998024211347
G06001303650033,060133650033,G06001303650033,060133650033,0.091739497716,0.089650844828,0.084046789198,0.083227509573,0.001975788653
G06001303650034,060133650034,G06001303640021,060133640021,0,0,0,0,0.01954304815
G06001303650034,060133650034,G06001303650033,060133650033,1,1,1,1,0.98045695185
G06001303660011,060133660011,G06001303660011,060133660011,0.999231672706,0.99923874185,0.999185029048,0.999192289368,0.950384820474
G06001303660011,060133660011,G06001303922002,060133922002,7.68327294e-4,7.6125815e-4,8.14970952e-4,8.07710632e-4,0.049615179526
G06001303660012,060133660012,G06001303660012,060133660012,0.635198499531,0.635483870968,0.599294947121,0.60433295325,0.723063042043
G06001303660012,060133660012,G06001303660013,060133660013,0.364801500469,0.364516129032,0.400705052879,0.39566704675,0.276936957957
G06001303660021,060133660021,G06001303660021,060133660021,1,1,1,1,1
G06001303660022,060133660022,G06001303660022,060133660022,1,1,1,1,1
G06001303660023,060133660023,G06001303660023,060133660023,1,1,1,1,1
G06001303671001,060133671001,G06001303671001,060133671001,1,1,1,1,1
G06001303671002,060133671002,G06001303671002,060133671002,1,1,1,1,1
G06001303671003,060133671003,G06001303671003,060133671003,0.99234941698,0.993326246765,0.993064666828,0.993459191769,0.958174308328
G06001303671003,060133671003,G06001303660012,060133660012,0.006549118388,0.00565681961,0.006349206349,0.005988023952,0.036414611071
G06001303671003,060133671003,G06001303672001,060133672001,0,0,0,0,0.003440478113
G06001303671003,060133671003,G06001303672002,060133672002,0.001101464632,0.001016933625,5.86126823e-4,5.52784279e-4,0.001970602487
G06001303671004,060133671004,G06001303671004,060133671004,1,1,1,1,1
G06001303672001,060133672001,G06001303672001,060133672001,1,1,1,1,1
G06001303672002,060133672002,G06001303671003,060133671003,0.019678772299,0.021829109857,0.024758994632,0.02398527605,0.035278129297
G06001303672002,060133672002,G06001303672002,060133672002,0.979930256052,0.977763406732,0.974737800182,0.975482047103,0.96448935575999994
G06001303672002,060133672002,G06001303690014,060133690014,3.90971649e-4,4.07483412e-4,5.03205186e-4,5.32676848e-4,2.32514943e-4
G06001303672003,060133672003,G06001303672003,060133672003,1,1,1,1,1
G06001303680011,060133680011,G06001303680011,060133680011,1,1,1,1,1
G06001303680012,060133680012,G06001303680012,060133680012,1,1,1,1,1
G06001303680013,060133680013,G06001303680013,060133680013,1,1,1,1,1
G06001303680014,060133680014,G06001303680014,060133680014,1,1,1,1,1
G06001303680021,060133680021,G06001303680021,060133680021,1,1,1,1,1
G06001303680022,060133680022,G06001303680022,060133680022,1,1,1,1,1
G06001303690011,060133690011,G06001303690011,060133690011,1,1,1,1,1
G06001303690012,060133690012,G06001303690011,060133690011,0.002458469211,0.002740801207,0.001027031292,0.0011525536,0.001248402498
G06001303690012,060133690012,G06001303690012,060133690012,0.997541530789,0.997259198793,0.998972968708,0.9988474464,0.998751597502
G06001303690013,060133690013,G06001303690013,060133690013,0.999761424847,0.999756360039,0.999825679502,0.999831965097,0.999311063315
G06001303690013,060133690013,G06001303720007,060133720007,2.38575153e-4,2.43639961e-4,1.74320498e-4,1.68034903e-4,6.88936685e-4
G06001303690014,060133690014,G06001303690014,060133690014,1,1,1,1,1
G06001303690015,060133690015,G06001303690012,060133690012,0.993947015494,0.994476447422,0.993333359866,0.993100471059,0.980225433526
G06001303690015,060133690015,G06001303720007,060133720007,0.006052984506,0.005523552578,0.006666640134,0.006899528941,0.019774566474
G06001303690021,060133690021,G06001303690021,060133690021,1,1,1,1,0.991015441441
G06001303690021,060133690021,G06001303690012,060133690012,0,0,0,0,0.007911145798
G06001303690021,060133690021,G06001303690023,060133690023,0,0,0,0,0.001073412761
G06001303690022,060133690022,G06001303690022,060133690022,1,1,1,1,1
G06001303690023,060133690023,G06001303620001,060133620001,9.0788301e-5,8.392733e-5,9.1321039e-5,8.5332731e-5,0.019128405966
G06001303690023,060133690023,G06001303690023,060133690023,0.999909211699,0.99991607267,0.999908678961,0.999914667269,0.980871594034
